Column1,X,date,year,day,hhmmss,pixel_number,BH_Block,BH_Vine,BH_Leaf,round,E,A,Ci,gsw,Fv.Fm,Leaf_wp_bar,Stem_wp_bar,Leak,wrong_vine,Tleaf,leaf_temp_C
1670,835,8/20/2019,2019,232,4:09:36 PM,35,B2_R2,4,1,5,0.007142339,14.92808139,248.7781358,0.221785071,0.820766037,10.6,NA,No,No,NA,31.2
1782,891,8/20/2019,2019,232,5:06:18 AM,35,B2_R2,6,1,1,0.013045136,-0.83350672,391.2924474,3.208172406,0.756043873,0.6,NA,No,No,NA,NA
1784,892,8/20/2019,2019,232,8:10:10 AM,35,B2_R2,6,1,2,0.002678428,12.88094904,270.7693654,0.204166664,0.814224199,6.2,NA,No,No,NA,18.6
1786,893,8/20/2019,2019,232,10:33:23 AM,35,B2_R2,6,1,3,0.007829867,21.43163367,286.9621812,0.50503751,0.820766037,5.6,NA,No,No,NA,24.7
1788,894,8/20/2019,2019,232,12:37:39 PM,35,B2_R2,6,1,4,0.009200987,20.87590069,270.7885593,0.413844822,0.814224199,14.2,5.5,No,No,NA,27.5
1790,895,8/20/2019,2019,232,4:05:45 PM,35,B2_R2,6,1,5,0.011492075,19.72090733,271.6030885,0.408949948,0.820766037,8.9,NA,No,No,NA,30.2
1842,921,8/20/2019,2019,232,6:15:14 AM,48,B2_R3,1,1,1,0.006186932,-0.599694422,396.6354622,2.697342404,0.818014189,1.9,NA,No,No,NA,NA
1844,922,8/20/2019,2019,232,9:33:41 AM,48,B2_R3,1,1,2,0.006194807,15.1522191,299.1893962,0.372389545,0.814224199,8.7,NA,No,No,NA,23.6
1846,923,8/20/2019,2019,232,11:30:48 AM,48,B2_R3,1,1,3,0.008007731,19.39927761,276.937438,0.395765113,0.820766037,8.4,NA,No,No,NA,26.6
1848,924,8/20/2019,2019,232,1:52:40 PM,48,B2_R3,1,1,4,0.008487065,19.3657482,280.7598175,0.418266016,0.814224199,13.1,7,No,No,NA,29
1850,925,8/20/2019,2019,232,5:05:26 PM,48,B2_R3,1,1,5,0.007189019,18.07997264,237.9925189,0.24904941,0.820766037,10.7,NA,No,No,NA,27
1962,981,8/20/2019,2019,232,6:11:00 AM,48,B2_R3,3,1,1,0.006603149,-1.383580842,396.4940886,1.111768725,0.755966286,1.7,NA,No,No,NA,NA
1964,982,8/20/2019,2019,232,9:29:04 AM,48,B2_R3,3,1,2,0.005207968,15.88706134,278.5145443,0.298736877,0.814224199,9.4,NA,No,No,NA,24.2
1966,983,8/20/2019,2019,232,11:25:52 AM,48,B2_R3,3,1,3,0.006415381,17.45284964,263.1507532,0.292720971,0.820766037,10.2,NA,No,No,NA,27.4
1968,984,8/20/2019,2019,232,1:46:17 PM,48,B2_R3,3,1,4,0.005048088,15.21163679,232.3732363,0.189485472,0.814224199,13.8,8.8,No,Yes (stem),NA,32.6
1970,985,8/20/2019,2019,232,5:00:44 PM,48,B2_R3,3,1,5,0.005615365,13.00547981,253.3134964,0.191211438,0.820766037,11.2,NA,No,No,NA,29.4
2142,1071,8/20/2019,2019,232,6:02:19 AM,48,B2_R3,6,1,1,0.003726649,0.066012893,394.8062043,0.75207872,0.757395702,1.4,NA,No,No,NA,NA
2144,1072,8/20/2019,2019,232,9:23:27 AM,48,B2_R3,6,1,2,0.004893578,16.96648713,262.1588813,0.271555095,0.814224199,9,NA,No,No,NA,20
2146,1073,8/20/2019,2019,232,11:20:55 AM,48,B2_R3,6,1,3,0.007826473,20.72775255,266.1329847,0.378921826,0.820766037,8.1,NA,No,No,NA,27.3
2148,1074,8/20/2019,2019,232,1:39:25 PM,48,B2_R3,6,1,4,0.008105826,20.59268004,269.8945922,0.394503313,0.814224199,12.3,6.9,No,No,NA,30.6
2150,1075,8/20/2019,2019,232,4:56:09 PM,48,B2_R3,6,1,5,0.008586287,18.54914525,259.953327,0.318565122,0.820766037,11.7,NA,No,No,NA,27.8
2245,1131,8/20/2019,2019,232,6:38:19 AM,27,B3_R1,2,1,1,0.005513003,-0.65426748,396.6634531,1.525485707,0.820766037,1.1,NA,No,No,NA,NA
2246,1132,8/20/2019,2019,232,9:55:53 AM,27,B3_R1,2,1,2,0.00418718,14.1328977,262.9924181,0.219252801,0.814224199,7,NA,No,No,NA,23.2
2247,1133,8/20/2019,2019,232,11:48:17 AM,27,B3_R1,2,1,3,0.009501116,19.08388918,281.044393,0.421698334,0.820766037,7.7,NA,No,No,NA,30.8
2248,1134,8/20/2019,2019,232,2:16:39 PM,27,B3_R1,2,1,4,0.009479411,20.50463639,280.8431634,0.457673457,0.814224199,11.8,5.8,No,No,NA,31.1
2249,1135,8/20/2019,2019,232,5:21:07 PM,27,B3_R1,2,1,5,0.010852264,19.18457453,281.2139875,0.435486887,0.820766037,10.5,NA,No,No,NA,30.4
2305,1191,8/20/2019,2019,232,6:34:29 AM,27,B3_R1,4,1,1,0.00578157,-0.870652882,394.255126,0.659798544,0.69892338,0.8,NA,No,No,NA,NA
2306,1192,8/20/2019,2019,232,9:49:34 AM,27,B3_R1,4,1,2,0.005379139,15.16010827,279.0587148,0.285868214,0.814224199,7.2,NA,No,No,NA,21.3
2307,1193,8/20/2019,2019,232,11:43:12 AM,27,B3_R1,4,1,3,0.010633358,21.48853563,273.9809648,0.457056847,0.820766037,6.5,NA,No,No,NA,26.9
2308,1194,8/20/2019,2019,232,2:09:11 PM,27,B3_R1,4,1,4,0.008775125,21.78947656,271.6748146,0.437429388,0.814224199,10.8,5,No,No,NA,29.5
2309,1195,8/20/2019,2019,232,5:16:15 PM,27,B3_R1,4,1,5,0.006277015,13.75489923,260.1204378,0.219604485,0.820766037,10.1,NA,No,No,NA,31.4
2335,1221,8/20/2019,2019,232,6:23:30 AM,27,B3_R1,5,1,1,0.005440843,-0.813674805,396.0207641,0.959630236,0.92573998,1.1,NA,No,No,NA,NA
2336,1222,8/20/2019,2019,232,9:42:38 AM,27,B3_R1,5,1,2,0.005736795,16.3646823,281.9135147,0.325236405,0.814224199,8,NA,No,No,NA,20.7
2337,1223,8/20/2019,2019,232,11:38:29 AM,27,B3_R1,5,1,3,0.007755308,16.75341852,283.6751564,0.359216548,0.820766037,6.6,NA,No,No,NA,27.2
2338,1224,8/20/2019,2019,232,2:02:53 PM,27,B3_R1,5,1,4,0.008558849,20.07989024,274.810954,0.407503184,0.814224199,10.9,6.2,No,Yes (stem),NA,28.6
2339,1225,8/20/2019,2019,232,5:12:07 PM,27,B3_R1,5,1,5,0.003901606,6.142671436,301.3927108,0.138223318,0.820766037,9.6,NA,No,No,NA,28.4
2395,1281,8/20/2019,2019,232,5:30:49 AM,45,B3_R2,1,1,1,0.005119204,-0.385204364,395.1346675,0.934470772,0.791245314,0.7,NA,No,No,NA,NA
2396,1282,8/20/2019,2019,232,8:53:48 AM,45,B3_R2,1,1,2,0.003654922,11.15371179,298.5344739,0.241130587,0.814224199,6,NA,No,No,NA,20.2
2397,1283,8/20/2019,2019,232,10:57:33 AM,45,B3_R2,1,1,3,0.005049361,16.04675896,248.4948425,0.22726957,0.820766037,4.3,NA,No,No,NA,24.1
2398,1284,8/20/2019,2019,232,1:10:24 PM,45,B3_R2,1,1,4,0.008513584,16.27223875,283.1640928,0.350773106,0.814224199,10.2,5,No,No,NA,29.2
2399,1285,8/20/2019,2019,232,4:30:13 PM,45,B3_R2,1,1,5,0.00742916,12.44775438,286.3843161,0.264129599,0.820766037,7.9,NA,No,No,NA,23.4
2485,1371,8/20/2019,2019,232,5:25:11 AM,45,B3_R2,4,1,1,0.000323674,-0.249635129,406.8043839,0.028100462,0.884678879,1.3,NA,No,No,NA,NA
2486,1372,8/20/2019,2019,232,8:48:42 AM,45,B3_R2,4,1,2,0.002047683,11.03915136,242.3751692,0.133964804,0.814224199,6.5,NA,No,No,NA,17.1
2487,1373,8/20/2019,2019,232,10:53:28 AM,45,B3_R2,4,1,3,0.004026221,11.50188199,268.9367559,0.184500029,0.820766037,6.3,NA,No,No,NA,28.8
2488,1374,8/20/2019,2019,232,1:03:18 PM,45,B3_R2,4,1,4,0.007266989,16.22446944,250.0797958,0.244761445,0.814224199,10,6,No,No,NA,28.2
2489,1375,8/20/2019,2019,232,4:25:32 PM,45,B3_R2,4,1,5,0.007244392,15.30444521,260.7670372,0.252233695,0.820766037,9.1,NA,No,No,NA,27.9
2545,1431,8/20/2019,2019,232,5:21:07 AM,45,B3_R2,6,1,1,0.006179712,-1.064576191,396.3291791,1.193458405,0.745302394,1,NA,No,No,NA,NA
2546,1432,8/20/2019,2019,232,8:39:49 AM,45,B3_R2,6,1,2,0.003177217,14.49495918,267.5659941,0.229255688,0.814224199,6.8,NA,No,No,NA,14.2
2547,1433,8/20/2019,2019,232,10:49:28 AM,45,B3_R2,6,1,3,0.006947557,17.54309827,281.5190319,0.360235483,0.820766037,6.1,NA,No,No,NA,27.6
2548,1434,8/20/2019,2019,232,12:58:14 PM,45,B3_R2,6,1,4,0.00828733,16.7749206,269.6036281,0.310997772,0.814224199,9,4.5,No,No,NA,30.8
2549,1435,8/20/2019,2019,232,4:21:06 PM,45,B3_R2,6,1,5,0.010074506,19.2838337,265.4504083,0.365938851,0.820766037,8.6,NA,No,No,NA,28
2575,1461,8/20/2019,2019,232,5:57:14 AM,54,B3_R3,1,1,1,0.003216608,-0.30290177,393.7775973,0.330047895,0.813413129,1.2,NA,No,No,NA,NA
2576,1462,8/20/2019,2019,232,9:01:25 AM,54,B3_R3,1,1,2,0.002029702,8.520006792,235.5463427,0.097602057,0.820766037,3.3,NA,No,No,NA,23.5
2577,1463,8/20/2019,2019,232,11:27:28 AM,54,B3_R3,1,1,3,0.007121802,11.7303959,299.8263667,0.28973988,0.814224199,7.1,NA,No,No,NA,28.2
2578,1464,8/20/2019,2019,232,1:22:45 PM,54,B3_R3,1,1,4,0.008963275,19.07755169,266.6126395,0.355663527,0.820766037,9.4,7.3,No,No,NA,30.1
2579,1465,8/20/2019,2019,232,4:55:29 PM,54,B3_R3,1,1,5,0.007946874,13.47132279,302.5699775,0.358809275,0.814224199,8.4,NA,No,No,NA,26.2
2635,1521,8/20/2019,2019,232,5:54:30 AM,54,B3_R3,3,1,1,0.002981539,-0.625412499,397.7134247,0.514769296,0.676084866,1.1,NA,No,No,NA,NA
2636,1522,8/20/2019,2019,232,8:55:42 AM,54,B3_R3,3,1,2,0.002076223,10.68667558,236.0892568,0.124008702,0.820766037,3.7,NA,No,No,NA,20.5
2637,1523,8/20/2019,2019,232,11:20:59 AM,54,B3_R3,3,1,3,0.007709228,13.09988733,298.2763249,0.325403052,0.814224199,5.4,NA,No,No,NA,25
2638,1524,8/20/2019,2019,232,1:16:55 PM,54,B3_R3,3,1,4,0.010711502,17.78251361,290.8562862,0.453098818,0.820766037,9.7,7.4,No,No,NA,27.9
2639,1525,8/20/2019,2019,232,4:48:42 PM,54,B3_R3,3,1,5,0.008224479,17.49370016,288.585783,0.404366922,0.814224199,9,NA,No,No,NA,27.5
2695,1581,8/20/2019,2019,232,5:47:55 AM,54,B3_R3,5,1,1,0.003388384,-0.85264651,397.7460392,0.450149602,0.754820765,0.8,NA,No,No,NA,NA
2696,1582,8/20/2019,2019,232,8:49:19 AM,54,B3_R3,5,1,2,0.003908643,14.1129549,284.2438722,0.267519809,0.820766037,4,NA,No,No,NA,22.5
2697,1583,8/20/2019,2019,232,11:14:52 AM,54,B3_R3,5,1,3,0.008338366,17.5734216,283.9370493,0.38466465,0.814224199,8.6,NA,No,No,NA,24.5
2698,1584,8/20/2019,2019,232,1:12:45 PM,54,B3_R3,5,1,4,0.011352302,22.22159359,278.2998107,0.509666497,0.820766037,7.9,6.4,No,No,NA,30.1
2699,1585,8/20/2019,2019,232,4:43:58 PM,54,B3_R3,5,1,5,0.005924149,12.55968277,286.8228938,0.25682512,0.814224199,7.1,NA,No,No,NA,27.8
2743,1629,8/20/2019,2019,232,8:43:03 AM,34,B1_R2,1,2,2,0.001099962,11.30847578,158.6549864,0.083117099,0.820766037,NA,NA,NA,NA,NA,NA
2744,1630,8/20/2019,2019,232,11:08:21 AM,34,B1_R2,1,2,3,0.006685175,15.32451506,274.3234217,0.284227561,0.814224199,NA,NA,NA,NA,NA,NA
2745,1631,8/20/2019,2019,232,1:04:57 PM,34,B1_R2,1,2,4,0.006780824,17.17724279,245.9087386,0.249216248,0.820766037,NA,NA,NA,NA,NA,NA
2746,1632,8/20/2019,2019,232,4:38:31 PM,34,B1_R2,1,2,5,0.004108062,11.39985435,216.80754,0.123744431,0.814224199,NA,NA,NA,NA,NA,NA
2779,1665,8/20/2019,2019,232,8:39:01 AM,34,B1_R2,4,2,2,0.003890695,14.21225398,286.4007337,0.277121277,0.820766037,NA,NA,NA,NA,NA,NA
2780,1666,8/20/2019,2019,232,11:03:42 AM,34,B1_R2,4,2,3,0.006820233,17.14938631,269.3698549,0.307367165,0.814224199,NA,NA,NA,NA,NA,NA
2781,1667,8/20/2019,2019,232,1:02:07 PM,34,B1_R2,4,2,4,0.008306459,19.60753661,256.490981,0.32618602,0.820766037,NA,NA,NA,NA,NA,NA
2782,1668,8/20/2019,2019,232,4:32:38 PM,34,B1_R2,4,2,5,0.005255882,13.35168195,252.21399,0.193251988,0.814224199,NA,NA,NA,NA,NA,NA
2791,1677,8/20/2019,2019,232,8:35:26 AM,34,B1_R2,5,2,2,0.004150821,15.95756163,282.3431174,0.305200095,0.820766037,NA,NA,NA,NA,NA,NA
2792,1678,8/20/2019,2019,232,10:58:13 AM,34,B1_R2,5,2,3,0.008956694,19.92882378,278.3634009,0.424380144,0.814224199,NA,NA,NA,NA,NA,NA
2793,1679,8/20/2019,2019,232,12:56:48 PM,34,B1_R2,5,2,4,0.009689422,17.84478487,282.467374,0.396985012,0.820766037,NA,NA,NA,NA,NA,NA
2794,1680,8/20/2019,2019,232,4:25:37 PM,34,B1_R2,5,2,5,0.00718998,18.65102289,254.1317703,0.295292008,0.814224199,NA,NA,NA,NA,NA,NA
2826,1712,8/20/2019,2019,232,9:14:17 AM,55,B1_R3,2,2,2,0.00263682,12.66084133,231.0289078,0.145603992,0.814224199,NA,NA,NA,NA,NA,NA
2827,1713,8/20/2019,2019,232,11:13:17 AM,55,B1_R3,2,2,3,0.005344806,16.10302753,244.0980614,0.221906314,0.820766037,NA,NA,NA,NA,NA,NA
2828,1714,8/20/2019,2019,232,1:32:19 PM,55,B1_R3,2,2,4,0.00658615,16.98347891,257.7546199,0.27130865,0.814224199,NA,NA,NA,NA,NA,NA
2829,1715,8/20/2019,2019,232,4:47:13 PM,55,B1_R3,2,2,5,0.005565531,13.52400108,244.7499481,0.185891161,0.820766037,NA,NA,NA,NA,NA,NA
2838,1724,8/20/2019,2019,232,9:08:47 AM,55,B1_R3,3,2,2,0.003781233,15.83305289,253.7605032,0.227399102,0.814224199,NA,NA,NA,NA,NA,NA
2839,1725,8/20/2019,2019,232,11:08:15 AM,55,B1_R3,3,2,3,0.004516966,16.7974554,229.8290787,0.204597409,0.820766037,NA,NA,NA,NA,NA,NA
2840,1726,8/20/2019,2019,232,1:26:19 PM,55,B1_R3,3,2,4,0.006610467,17.0099192,256.246793,0.268165283,0.814224199,NA,NA,NA,NA,NA,NA
2841,1727,8/20/2019,2019,232,4:43:21 PM,55,B1_R3,3,2,5,0.004367348,11.15998891,231.483686,0.134236732,0.820766037,NA,NA,NA,NA,NA,NA
2874,1760,8/20/2019,2019,232,9:04:02 AM,55,B1_R3,6,2,2,0.002542343,12.22163816,239.1328249,0.147950069,0.814224199,NA,NA,NA,NA,NA,NA
2875,1761,8/20/2019,2019,232,11:04:32 AM,55,B1_R3,6,2,3,0.004696812,13.68692346,258.7481252,0.206601407,0.820766037,NA,NA,NA,NA,NA,NA
2876,1762,8/20/2019,2019,232,1:19:38 PM,55,B1_R3,6,2,4,0.005596402,11.5574182,263.4604713,0.184998012,0.814224199,NA,NA,NA,NA,NA,NA
2877,1763,8/20/2019,2019,232,4:39:05 PM,55,B1_R3,6,2,5,0.005144443,13.30453616,229.1618569,0.160915003,0.820766037,NA,NA,NA,NA,NA,NA
2886,1772,8/20/2019,2019,232,9:24:41 AM,67,B1_R4,1,2,2,0.003346475,12.32752195,269.7942589,0.196217097,0.820766037,NA,NA,NA,NA,NA,NA
2887,1773,8/20/2019,2019,232,11:51:23 AM,67,B1_R4,1,2,3,0.008221847,17.28904349,270.6017454,0.324586145,0.814224199,NA,NA,NA,NA,NA,NA
2888,1774,8/20/2019,2019,232,1:44:00 PM,67,B1_R4,1,2,4,0.004953568,13.61525645,234.8493544,0.171357364,0.820766037,NA,NA,NA,NA,NA,NA
2889,1775,8/20/2019,2019,232,5:16:39 PM,67,B1_R4,1,2,5,0.00536631,14.48322294,254.1433334,0.214689252,0.814224199,NA,NA,NA,NA,NA,NA
2922,1808,8/20/2019,2019,232,9:19:51 AM,67,B1_R4,4,2,2,0.003849963,15.29783866,265.9803624,0.243982413,0.820766037,NA,NA,NA,NA,NA,NA
2923,1809,8/20/2019,2019,232,11:45:07 AM,67,B1_R4,4,2,3,0.007289753,15.68933513,267.3829772,0.276335199,0.814224199,NA,NA,NA,NA,NA,NA
2924,1810,8/20/2019,2019,232,1:39:44 PM,67,B1_R4,4,2,4,0.005899641,15.02765349,239.3152346,0.200995838,0.820766037,NA,NA,NA,NA,NA,NA
2925,1811,8/20/2019,2019,232,5:10:50 PM,67,B1_R4,4,2,5,0.005852301,15.31710104,240.3528602,0.20630995,0.814224199,NA,NA,NA,NA,NA,NA
2946,1832,8/20/2019,2019,232,9:15:32 AM,67,B1_R4,6,2,2,0.00351776,12.03976516,283.8017663,0.22033865,0.820766037,NA,NA,NA,NA,NA,NA
2947,1833,8/20/2019,2019,232,11:39:10 AM,67,B1_R4,6,2,3,0.007292232,15.56033013,272.0575321,0.286990881,0.814224199,NA,NA,NA,NA,NA,NA
2948,1834,8/20/2019,2019,232,1:34:08 PM,67,B1_R4,6,2,4,0.0061773,11.34378313,270.61328,0.196790655,0.820766037,NA,NA,NA,NA,NA,NA
2949,1835,8/20/2019,2019,232,5:06:28 PM,67,B1_R4,6,2,5,0.005802559,15.76746503,236.0408489,0.205595887,0.814224199,NA,NA,NA,NA,NA,NA
2970,1856,8/20/2019,2019,232,8:27:11 AM,23,B2_R1,2,2,2,0.003804906,11.20892946,307.6878503,0.275275907,0.820766037,NA,NA,NA,NA,NA,NA
2971,1857,8/20/2019,2019,232,10:50:30 AM,23,B2_R1,2,2,3,0.005470037,14.24326911,272.4345862,0.249833001,0.814224199,NA,NA,NA,NA,NA,NA
2972,1858,8/20/2019,2019,232,12:46:23 PM,23,B2_R1,2,2,4,0.009830771,21.38927475,268.5358544,0.425268393,0.820766037,NA,NA,NA,NA,NA,NA
2973,1859,8/20/2019,2019,232,4:17:15 PM,23,B2_R1,2,2,5,0.006701087,15.03014696,273.8305507,0.277559576,0.814224199,NA,NA,NA,NA,NA,NA
2994,1880,8/20/2019,2019,232,8:21:12 AM,23,B2_R1,4,2,2,0.01331572,8.354081671,367.4105236,1.768675038,0.820766037,NA,NA,NA,NA,NA,NA
2995,1881,8/20/2019,2019,232,10:44:14 AM,23,B2_R1,4,2,3,0.006271602,14.84652913,288.6485623,0.318480641,0.814224199,NA,NA,NA,NA,NA,NA
2996,1882,8/20/2019,2019,232,12:42:25 PM,23,B2_R1,4,2,4,0.009689401,17.58209572,289.0895177,0.422803906,0.820766037,NA,NA,NA,NA,NA,NA
2997,1883,8/20/2019,2019,232,4:10:25 PM,23,B2_R1,4,2,5,0.006020054,15.62604248,262.8312588,0.255847923,0.814224199,NA,NA,NA,NA,NA,NA
3018,1904,8/20/2019,2019,232,8:10:55 AM,23,B2_R1,6,2,2,0.003877132,12.04486965,304.2788468,0.285347178,0.820766037,NA,NA,NA,NA,NA,NA
3019,1905,8/20/2019,2019,232,10:37:56 AM,23,B2_R1,6,2,3,0.008164274,22.17120968,276.8549944,0.468555975,0.814224199,NA,NA,NA,NA,NA,NA
3020,1906,8/20/2019,2019,232,12:38:18 PM,23,B2_R1,6,2,4,0.009925124,21.79595866,275.2125335,0.464756499,0.820766037,NA,NA,NA,NA,NA,NA
3021,1907,8/20/2019,2019,232,4:03:58 PM,23,B2_R1,6,2,5,0.006460616,18.40872495,268.7145363,0.329661318,0.814224199,NA,NA,NA,NA,NA,NA
3030,1916,8/20/2019,2019,232,8:31:37 AM,35,B2_R2,1,2,2,0.005787477,11.88996815,324.4771336,0.413387946,0.814224199,NA,NA,NA,NA,NA,NA
3031,1917,8/20/2019,2019,232,10:44:44 AM,35,B2_R2,1,2,3,0.007604512,19.11248182,277.2447481,0.38679343,0.820766037,NA,NA,NA,NA,NA,NA
3032,1918,8/20/2019,2019,232,12:51:59 PM,35,B2_R2,1,2,4,0.009813446,17.20577651,287.7457374,0.407473195,0.814224199,NA,NA,NA,NA,NA,NA
3033,1919,8/20/2019,2019,232,4:15:45 PM,35,B2_R2,1,2,5,0.009244763,17.53490803,266.6287395,0.323436519,0.820766037,NA,NA,NA,NA,NA,NA
3066,1952,8/20/2019,2019,232,8:20:50 AM,35,B2_R2,4,2,2,0.0030702,12.985,277.4633683,0.222357897,0.814224199,NA,NA,NA,NA,NA,NA
3067,1953,8/20/2019,2019,232,10:39:06 AM,35,B2_R2,4,2,3,0.006566549,12.12437301,308.2201445,0.33175148,0.820766037,NA,NA,NA,NA,NA,NA
3068,1954,8/20/2019,2019,232,12:45:40 PM,35,B2_R2,4,2,4,0.008667182,18.46907988,271.4749561,0.356703789,0.814224199,NA,NA,NA,NA,NA,NA
3069,1955,8/20/2019,2019,232,4:11:45 PM,35,B2_R2,4,2,5,0.008390588,16.4365713,259.0616118,0.279563426,0.820766037,NA,NA,NA,NA,NA,NA
3090,1976,8/20/2019,2019,232,8:14:15 AM,35,B2_R2,6,2,2,0.005326099,13.77655329,318.4553734,0.436222465,0.814224199,NA,NA,NA,NA,NA,NA
3091,1977,8/20/2019,2019,232,10:35:31 AM,35,B2_R2,6,2,3,0.006914842,19.24623775,283.7703018,0.415345166,0.820766037,NA,NA,NA,NA,NA,NA
3092,1978,8/20/2019,2019,232,12:39:45 PM,35,B2_R2,6,2,4,0.010295124,20.94845028,285.1734802,0.50391881,0.814224199,NA,NA,NA,NA,NA,NA
3093,1979,8/20/2019,2019,232,4:06:54 PM,35,B2_R2,6,2,5,0.011518708,21.24566309,266.2457233,0.419247569,0.820766037,NA,NA,NA,NA,NA,NA
3102,1988,8/20/2019,2019,232,9:35:10 AM,48,B2_R3,1,2,2,0.006106325,16.70872112,288.560616,0.36384464,0.814224199,NA,NA,NA,NA,NA,NA
3103,1989,8/20/2019,2019,232,11:31:51 AM,48,B2_R3,1,2,3,0.008187406,20.68489523,273.3754691,0.412237365,0.820766037,NA,NA,NA,NA,NA,NA
3104,1990,8/20/2019,2019,232,1:54:39 PM,48,B2_R3,1,2,4,0.008206639,16.40464507,294.612952,0.405475322,0.814224199,NA,NA,NA,NA,NA,NA
3105,1991,8/20/2019,2019,232,5:07:03 PM,48,B2_R3,1,2,5,0.007462972,15.99944237,260.2250015,0.264840155,0.820766037,NA,NA,NA,NA,NA,NA
3126,2012,8/20/2019,2019,232,9:30:47 AM,48,B2_R3,3,2,2,0.003390911,12.64403154,255.2564684,0.177988462,0.814224199,NA,NA,NA,NA,NA,NA
3127,2013,8/20/2019,2019,232,11:28:11 AM,48,B2_R3,3,2,3,0.008610535,17.71583438,280.423243,0.375460635,0.820766037,NA,NA,NA,NA,NA,NA
3128,2014,8/20/2019,2019,232,1:48:33 PM,48,B2_R3,3,2,4,0.007609178,20.54351669,263.5661051,0.364514669,0.814224199,NA,NA,NA,NA,NA,NA
3129,2015,8/20/2019,2019,232,5:03:03 PM,48,B2_R3,3,2,5,0.005500206,15.37832245,226.8440507,0.187077003,0.820766037,NA,NA,NA,NA,NA,NA
3162,2048,8/20/2019,2019,232,9:26:02 AM,48,B2_R3,6,2,2,0.004119694,14.32944315,264.7065922,0.225639211,0.814224199,NA,NA,NA,NA,NA,NA
3163,2049,8/20/2019,2019,232,11:22:48 AM,48,B2_R3,6,2,3,0.008133329,17.65795334,267.8355319,0.322421179,0.820766037,NA,NA,NA,NA,NA,NA
3164,2050,8/20/2019,2019,232,1:41:32 PM,48,B2_R3,6,2,4,0.008060701,22.48775623,261.4216827,0.401701665,0.814224199,NA,NA,NA,NA,NA,NA
3165,2051,8/20/2019,2019,232,4:57:54 PM,48,B2_R3,6,2,5,0.010523368,18.26927977,290.4802239,0.459913943,0.820766037,NA,NA,NA,NA,NA,NA
3186,2072,8/20/2019,2019,232,9:57:50 AM,27,B3_R1,2,2,2,0.005528526,15.03737857,284.476311,0.302257994,0.814224199,NA,NA,NA,NA,NA,NA
3187,2073,8/20/2019,2019,232,11:49:41 AM,27,B3_R1,2,2,3,0.008422897,16.46059163,288.4788862,0.378066622,0.820766037,NA,NA,NA,NA,NA,NA
3188,2074,8/20/2019,2019,232,2:18:29 PM,27,B3_R1,2,2,4,0.009589143,21.56032929,283.3898953,0.505832396,0.814224199,NA,NA,NA,NA,NA,NA
3189,2075,8/20/2019,2019,232,5:22:30 PM,27,B3_R1,2,2,5,0.007735648,18.0858594,257.1967879,0.296026204,0.820766037,NA,NA,NA,NA,NA,NA
3210,2096,8/20/2019,2019,232,9:51:12 AM,27,B3_R1,4,2,2,0.006896541,15.2099401,302.1489066,0.397148306,0.814224199,NA,NA,NA,NA,NA,NA
3211,2097,8/20/2019,2019,232,11:44:42 AM,27,B3_R1,4,2,3,0.007331407,18.78896528,257.0313551,0.306534557,0.820766037,NA,NA,NA,NA,NA,NA
3212,2098,8/20/2019,2019,232,2:11:17 PM,27,B3_R1,4,2,4,0.008717893,20.63106194,271.3015838,0.406217238,0.814224199,NA,NA,NA,NA,NA,NA
3213,2099,8/20/2019,2019,232,5:17:27 PM,27,B3_R1,4,2,5,0.009558049,17.03193929,286.8486117,0.394525966,0.820766037,NA,NA,NA,NA,NA,NA
3222,2108,8/20/2019,2019,232,9:44:51 AM,27,B3_R1,5,2,2,0.007335132,18.06895375,294.2226335,0.443593322,0.814224199,NA,NA,NA,NA,NA,NA
3223,2109,8/20/2019,2019,232,11:40:27 AM,27,B3_R1,5,2,3,0.007765011,17.06769735,280.8567545,0.353385432,0.820766037,NA,NA,NA,NA,NA,NA
3224,2110,8/20/2019,2019,232,2:04:31 PM,27,B3_R1,5,2,4,0.008948333,19.4772789,286.4412613,0.455680532,0.814224199,NA,NA,NA,NA,NA,NA
3225,2111,8/20/2019,2019,232,5:13:17 PM,27,B3_R1,5,2,5,0.009622285,19.00525517,273.1772356,0.38406928,0.820766037,NA,NA,NA,NA,NA,NA
3246,2132,8/20/2019,2019,232,8:55:18 AM,45,B3_R2,1,2,2,0.004035061,15.37751621,277.1747284,0.27562243,0.814224199,NA,NA,NA,NA,NA,NA
3247,2133,8/20/2019,2019,232,10:58:48 AM,45,B3_R2,1,2,3,0.006158714,13.98002742,288.3815013,0.295763067,0.820766037,NA,NA,NA,NA,NA,NA
3248,2134,8/20/2019,2019,232,1:12:15 PM,45,B3_R2,1,2,4,0.007894896,18.23081846,268.2367438,0.334269234,0.814224199,NA,NA,NA,NA,NA,NA
3249,2135,8/20/2019,2019,232,4:32:09 PM,45,B3_R2,1,2,5,0.008545646,18.71054057,259.2177576,0.319399489,0.820766037,NA,NA,NA,NA,NA,NA
3282,2168,8/20/2019,2019,232,8:50:29 AM,45,B3_R2,4,2,2,0.003582499,12.33263825,288.1040495,0.237959732,0.814224199,NA,NA,NA,NA,NA,NA
3283,2169,8/20/2019,2019,232,10:54:59 AM,45,B3_R2,4,2,3,0.007317184,17.10210721,293.3319429,0.40841061,0.820766037,NA,NA,NA,NA,NA,NA
