1,1567774725,0,20190906 07:58:44,7:58:44,,1,B2_R2,5,1567774719,0.002014304,9.65494566,387.2736892,250.9775409,25.38015357,39.16312857,0.124017167,2.273649411,0.120377986,0.075554312,132.1509122,27.0839559,26.248505,3.424196215,50.30974041,1.77555623,3.529249437,1.648639985,-88.83081099,62.83418932,5.934654599,112.0889452,-0.041823478,0.046950518,3.497591514,24,5,1,0,53487,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3560-20190906-07_58_54,1787.986154,6253.73,0.714092845,0.5,674.366843,9.65494566,240.7802687,0,0.015005067,-0.197295054,-,0,0,0,0,0,0,799.97825,674.366843,0.842981472,0.195962945,6,0.5,0: Broadleaf,1567774719,387.2737,399.79685,17.558,15.183065,499.95565,100.92525,0.1999482,26.761115,26.248505,999.9,0,0,9993.4705,0,0.00191117,799.97825,0.89999605,0.10000403,0,1772.936,4.99961,13876.415,6570.0275,38.1996,41.2311,39.7872,41.2624,40.4748,715.477,79.504,0,5986.4,1787.986154,-388.0868376,-2987.558975,13992.38846,15,1567774628,7:57:07,5,5.105,0.137,400,17,0.51,0.14,-12.14263171,-4.474641115,0.451987318,0,1808.624118,-406.4516211,39.96854404,0,2.395594146,-0.230107108,0.027198137,0,0,3,0/3,1.88721,1.89316,1.89093,1.89101,1.88798,1.89067,1.88385,1.89072,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.105,0.137,2,479.238,1289.57,25.9368,26.3028,30,26.3346,26.2801,29.6566,27.654,41.2067,-999.9,400,15.2024,101.989,101.161
2,1567774845,120.5,20190906 08:00:45,8:00:45,,2,B2_R2,5,1567774840,0.002380809,9.439212885,387.5484395,282.6838775,28.59096461,39.19708409,0.161453632,2.27513688,0.155347825,0.097621734,132.148302,27.10404304,25.59447,3.294131416,50.10383418,1.782981445,3.558572859,1.511149972,-104.9936703,160.3558636,15.09680326,202.6072985,-0.041863921,0.046995919,3.500262533,45,9,1,0,53682,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3561-20190906-08_00_54,1458.059615,1.6352,-890.6705084,0.5,674.3544677,9.439212885,-300313.8183,0,0.014685432,3068.899706,-,0,0,0,0,0,0,799.9637,674.3544677,0.842981335,0.19596267,6,0.5,0: Broadleaf,1567774840,387.54845,399.98225,17.62865,14.82215,500.0189,100.94115,0.19997225,26.90182,25.59447,999.9,0,0,10001.5585,0,0.00191117,799.9637,0.89999485,0.100005165,0,1454.658,4.99961,11204.055,6569.906,38.875,41.59665,40.4029,41.6808,41.1061,715.464,79.4985,0,119.5999999,1458.059615,-80.95829049,-579.4632471,11228.30385,15,1567774628,7:57:07,5,5.105,0.137,400,17,0.51,0.14,-12.18162439,-2.672602787,0.264053812,0,1462.067059,-80.49070239,7.892144467,0,2.769479756,0.356840488,0.038194671,0,0,3,0/3,1.88727,1.89316,1.89093,1.89102,1.88797,1.8907,1.88384,1.89072,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.105,0.137,2,453.52,1285.81,26.0713,26.2195,29.9998,26.2258,26.1613,29.7162,29.608,40.3348,-999.9,400,14.8417,101.968,101.148
3,1567774932,207.5,20190906 08:02:12,8:02:12,,3,B2_R2,5,1567774927,0.001924355,9.293330868,387.9281895,249.7895581,25.26367577,39.23499475,0.117564188,2.274024133,0.114289007,0.071717291,132.1523858,27.51380869,26.47146,3.469547698,50.12225832,1.811049913,3.613264792,1.658497785,-84.86404716,84.60554615,8.01460646,139.9084913,-0.041833664,0.046961953,3.498264328,20,4,1,0,53349,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3562-20190906-08_02_21,1688.246538,2148.52,0.214228148,0.5,674.3748004,9.293330868,72.23503243,0,0.014468668,1.336445553,-,0,0,0,0,0,0,799.98775,674.3748004,0.842981409,0.195962817,6,0.5,0: Broadleaf,1567774927,387.9282,399.9759,17.906395,15.63854,500.0046,100.93975,0.2000893,27.16157,26.47146,999.9,0,0,9994.4685,0,0.00191117,799.98775,0.8999941,0.10000602,0,1672.6195,4.99961,13103.035,6570.104,39.3435,41.9433,40.8561,41.9937,41.5496,715.485,79.503,0,86.60000014,1688.246538,-452.4646153,-3504.471795,13224.48462,15,1567774628,7:57:07,5,5.105,0.137,400,17,0.51,0.14,-11.71308293,-3.562245993,0.359508182,0,1717.200588,-480.1366467,47.2216756,0,2.199392683,0.721571916,0.072103624,0,0,3,0/3,1.88733,1.89316,1.89102,1.89102,1.88802,1.89072,1.88385,1.89075,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.105,0.137,2,483.369,1282.5,26.2085,26.2248,30.0003,26.1964,26.1313,29.7484,25.7782,39.588,-999.9,400,15.5127,101.953,101.135
4,1567775076,351.5,20190906 08:04:36,8:04:36,,1,B2_R2,3,1567775071,0.003020945,12.27277078,383.9580862,265.3753628,26.83795683,38.8304718,0.185760452,2.272003773,0.17771642,0.111766458,132.1493647,27.60504451,26.896335,3.557425794,50.79595788,1.884567602,3.710073951,1.672858193,-133.2236577,87.78917859,8.360132757,95.07501838,-0.041778763,0.046900322,3.494637315,38,8,1,0,53319,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3563-20190906-08_04_46,1621.103846,1247.87,-0.299096738,0.5,674.3589217,12.27277078,-100.8492768,0,0.01888719,3.022774808,-,0,0,0,0,0,0,799.96885,674.3589217,0.842981476,0.195962952,6,0.5,0: Broadleaf,1567775071,383.9581,400.07755,18.63472,15.07709,499.993,100.932,0.20005895,27.61305,26.896335,999.9,0,0,9982.1185,0,0.00191117,799.96885,0.89999365,0.10000642,0,1591.178,4.99961,12601.655,6569.947,39.3183,41.625,40.812,41.25,41.5,715.467,79.503,0,143.4000001,1621.103846,-786.9203424,-6215.859833,12838.25769,15,1567774628,7:57:07,5,5.105,0.137,400,17,0.51,0.14,-15.91690732,-2.195372822,0.218677965,0,1673.781471,-870.2923618,85.7298612,0,3.559876585,-0.03732669,0.008845316,1,1,3,3-Jan,1.88735,1.89316,1.89102,1.89102,1.88802,1.89072,1.88387,1.89073,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.105,0.137,2,462.555,1281.37,26.5422,26.3713,30.0007,26.2998,26.2233,29.7368,30.3184,41.2889,-999.9,400,14.9568,101.916,101.098
5,1567775171,446.5,20190906 08:06:11,8:06:11,,2,B2_R2,3,1567775166,0.004228913,14.63311652,380.4866335,284.4739695,28.77010985,38.48029492,0.283024632,2.275788697,0.264823609,0.16705241,132.1569373,27.34215113,26.406165,3.456211991,50.38257584,1.883854604,3.739099427,1.572357387,-186.4950786,164.4377687,15.60551291,125.7051403,-0.041881652,0.047015823,3.501433215,41,8,1,0,53260,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3564-20190906-08_06_20,1438.702308,2.472,-580.9993154,0.5,674.4022539,14.63311652,-195913.6239,0,0.022385884,2029.703883,-,0,0,0,0,0,0,800.0209,674.4022539,0.842980794,0.195961589,6,0.5,0: Broadleaf,1567775166,380.48665,399.9777,18.627235,13.64695,499.9883,100.9344,0.2000198,27.74641,26.406165,999.9,0,0,10006.4635,0,0.00191117,800.0209,0.90001615,0.099984135,0,1427.9615,4.99961,11088.32,6570.4155,39.4184,41.8561,40.875,41.2934,41.5872,715.532,79.49,0,94.4000001,1438.702308,-294.9593162,-2311.935043,11172.06538,15,1567774628,7:57:07,5,5.105,0.137,400,17,0.51,0.14,-19.24703902,-2.664376307,0.264289636,0,1458.141765,-321.4782756,31.67559781,0,4.962352927,0.17954676,0.020938927,0,0,3,0/3,1.88736,1.89316,1.89102,1.89102,1.88802,1.89072,1.88388,1.89075,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.105,0.137,2,458.363,1280.69,26.8111,26.57,30.0009,26.4622,26.3757,29.7286,37.2571,38.6578,-999.9,400,13.5928,101.88,101.059
6,1567775257,532.5,20190906 08:07:37,8:07:37,,3,B2_R2,3,1567775252,0.003171172,14.28730807,381.4002839,241.4286201,24.417787,38.57434504,0.181208169,2.272680316,0.173546999,0.109128208,132.1554286,28.02725997,27.56357,3.699354869,49.88632369,1.902457165,3.813584614,1.796897704,-139.8486898,63.83293966,6.111611412,62.25128983,-0.041797142,0.046920954,3.495851717,41,8,1,0,53165,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3565-20190906-08_07_46,1839.405385,2605.67,0.294075848,0.5,674.3893312,14.28730807,99.1608073,0,0.02187354,0.926529453,-,0,0,0,0,0,0,800.00485,674.3893312,0.842981553,0.195963107,6,0.5,0: Broadleaf,1567775252,381.4003,399.99665,18.81037,15.076505,499.9947,100.93875,0.19999235,28.08455,27.56357,999.9,0,0,9985.842,0,0.00191117,800.00485,0.8999892,0.10001083,0,1819.246,4.99961,14402.51,6570.235,39.562,42.125,41.0186,41.562,41.75,715.496,79.5085,0,85.19999981,1839.405385,-495.2075214,-4036.615385,14565.68462,15,1567774628,7:57:07,5,5.105,0.137,400,17,0.51,0.14,-18.45872927,-1.500179791,0.150911359,0,1865.612647,-517.8803956,50.77672599,0,3.673432683,0.653315331,0.064991818,0,0,3,0/3,1.88736,1.89319,1.89102,1.89104,1.88808,1.89072,1.8839,1.89078,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.105,0.137,2,459.089,1276.02,27.0566,26.782,30.0011,26.6334,26.5348,29.7884,28.5824,37.1605,-999.9,400,15.0441,101.857,101.027
7,1567775439,714.5,20190906 08:10:39,8:10:39,,1,B2_R2,2,1567775434,0.003178975,11.55818923,384.6122369,269.5900252,27.27024712,38.90526267,0.181892326,2.273694314,0.174177806,0.109526982,132.1510398,28.55433173,27.848415,3.76143411,50.02761259,1.96751087,3.932849817,1.793923239,-140.192815,93.86518158,9.01954445,94.84295081,-0.041824699,0.046951888,3.497672136,23,5,1,0,53099,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3566-20190906-08_10_49,1563.039231,2141.5,0.270119435,0.5,674.3663066,11.55818923,91.07972273,0,0.017827349,1.3441046,-,0,0,0,0,0,0,799.97745,674.3663066,0.842981645,0.195963289,6,0.5,0: Broadleaf,1567775434,384.61225,399.94805,19.45055,15.71028,500.04025,100.9544,0.2001108,28.614165,27.848415,999.9,0,0,9990.8765,0,0.00191117,799.97745,0.89998775,0.10001232,0,1550.827,4.99961,12227.52,6570.009,39.8624,42.562,41.3183,41.9433,42.0998,715.4715,79.5085,0,181.3999999,1563.039231,-325.280684,-2495.876925,12323.26154,15,1567774628,7:57:07,5,5.105,0.137,400,17,0.51,0.14,-15.18846585,-1.511439721,0.152782193,0,1584.100882,-349.1133106,34.34382729,0,3.726691463,0.121940279,0.015738507,0,0,3,0/3,1.88736,1.89316,1.89102,1.89102,1.88804,1.89073,1.88388,1.89074,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.105,0.137,2,480.493,1272.67,27.5821,27.1442,30.001,26.9718,26.8652,29.8063,28.6386,41.7315,-999.9,400,15.707,101.794,100.955
8,1567775531,806.5,20190906 08:12:11,8:12:11,,2,B2_R2,2,1567775526,0.002403937,11.20829636,385.4433873,233.0255061,23.57141314,38.98905952,0.128835345,2.274695126,0.124914458,0.078413873,132.1526494,29.00233151,28.39577,3.883280545,50.11330848,1.993155018,3.977296806,1.890125527,-106.0136028,50.54824615,4.872999574,81.56029234,-0.041851908,0.046982433,3.499469208,4,1,1,0,53136,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3567-20190906-08_12_20,1473.763077,6965.57,0.788421755,0.5,674.3767907,11.20829636,265.8466664,0,0.017308233,-0.279326746,-,0,0,0,0,0,0,799.9902,674.3767907,0.842981315,0.19596263,6,0.5,0: Broadleaf,1567775526,385.4434,400.0056,19.704205,16.876255,499.9881,100.9538,0.19999015,28.80796,28.39577,999.9,0,0,9997.4355,0,0.00191117,799.9902,0.8999959,0.1000041,0,1458.7705,4.99961,11526.315,6570.126,40.0558,42.84035,41.5,42.1933,42.312,715.4875,79.5005,0,91,1473.763077,-351.6567516,-2783.415381,11645.11923,15,1567774628,7:57:07,5,5.105,0.137,400,17,0.51,0.14,-14.45027073,-1.303557491,0.135219021,0,1492.263235,-366.3904695,35.92492996,0,2.749682439,0.784319164,0.078474579,0,0,3,0/3,1.88737,1.89316,1.89102,1.89103,1.88808,1.89074,1.88387,1.89075,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.105,0.137,2,502.219,1274.01,27.8272,27.3313,30.0005,27.146,27.0318,29.8756,22.8738,40.9885,-999.9,400,16.7962,101.765,100.927
9,1567775673,948.5,20190906 08:14:33,8:14:33,,3,B2_R2,2,1567775668,0.002204902,9.812827872,387.1794389,240.0336316,24.27976037,39.16377855,0.117009034,2.274452531,0.113764844,0.071387013,132.1584608,29.36262717,28.54799,3.917772085,49.80032252,2.014822441,4.045801993,1.902949645,-97.23619344,68.053645,6.575879118,109.5517915,-0.041845311,0.046975028,3.499033572,13,3,1,0,53048,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3568-20190906-08_14_43,1512.126154,232.336,-5.508359246,0.5,674.4052535,9.812827872,-1857.433207,0,0.015238318,20.60620825,-,0,0,0,0,0,0,800.0238,674.4052535,0.842981488,0.195962976,6,0.5,0: Broadleaf,1567775668,387.17945,399.9774,19.91886,17.32606,500.07325,100.9515,0.19999365,29.102985,28.54799,999.9,0,0,9996.0875,0,0.00191117,800.0238,0.8999905,0.100009555,0,1505.3395,4.99961,11815.12,6570.3945,40.187,43.125,41.6933,42.375,42.4937,715.5135,79.5085,0,141.0999999,1512.126154,-168.0854699,-1294.56752,11866.98077,15,1567774628,7:57:07,5,5.105,0.137,400,17,0.51,0.14,-12.74700976,-0.568538676,0.065521446,1,1520.709706,-171.0745511,16.76525214,0,2.594002927,-0.009894564,0.002686334,1,2,3,3-Feb,1.88736,1.89322,1.89107,1.89105,1.8881,1.89075,1.88391,1.89083,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.105,0.137,2,491.345,1275.16,28.1292,27.4545,30.0005,27.2783,27.1658,29.9028,22.3058,44.1323,-999.9,400,17.3994,101.745,100.907
10,1567775986,1261.4,20190906 08:19:46,8:19:46,,1,B3_R2,5,1567775981,0.002161035,9.849196601,387.0691889,240.0151267,24.28264397,39.16029558,0.117338583,2.27591179,0.114078397,0.071584368,132.1574548,29.09164614,28.24255,3.848830198,49.94489898,1.987580632,3.979546806,1.861249565,-95.30163298,70.57275878,6.794937063,114.2235176,-0.041885,0.047019582,3.501654311,14,3,1,0,52987,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3569-20190906-08_19_55,1665.235,11724.2,0.857966002,0.5,674.4013205,9.849196601,289.3067023,0,0.015292335,-0.571834326,-,0,0,0,0,0,0,800.0193,674.4013205,0.842981314,0.195962628,6,0.5,0: Broadleaf,1567775981,387.0692,399.8924,19.645695,17.10332,499.9844,100.97135,0.1999566,28.81772,28.24255,999.9,0,0,10003.6015,0,0.00191117,800.0193,0.89999705,0.10000311,0,1657.757,4.99961,12921.43,6570.3695,39.60295,42.125,41.062,41.625,41.812,715.515,79.5035,0,312.0999999,1665.235,-186.3401709,-1468.242735,12980.28077,15,1567775884,8:18:04,6,4.881,0.22,400,20,0.34,0.13,-12.65779756,-1.885501045,0.189554858,0,1674.743824,-189.2599073,18.54890674,0,2.548265854,-0.09070892,0.010863374,1,1,3,3-Jan,1.88736,1.89324,1.89106,1.89103,1.88812,1.89076,1.88393,1.89081,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.881,0.22,2,490.677,1274.91,27.9545,27.5564,30.0003,27.4434,27.349,29.9259,26.2682,47.4493,-999.9,400,17.1521,101.739,100.896
11,1567776073,1347.9,20190906 08:21:12,8:21:12,,2,B3_R2,5,1567776067,0.003501256,13.58632937,382.0866846,255.4011522,25.83918528,38.65608496,0.193162131,2.275058559,0.184491491,0.116053767,132.1471661,28.89960303,28.44239,3.893815924,50.28606615,2.030016993,4.036937363,1.863798932,-154.405374,76.37170349,7.372409961,61.48590562,-0.041861791,0.046993528,3.500121876,19,4,1,0,52934,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3570-20190906-08_21_22,1620.124231,2.7056,-597.8040474,0.5,674.3478981,13.58632937,-201563.9514,0,0.020835393,1854.374039,-,0,0,0,0,0,0,799.9558,674.3478981,0.842981447,0.195962895,6,0.5,0: Broadleaf,1567776067,382.0867,399.99645,20.06521,15.94782,499.97725,100.971,0.19998165,29.065055,28.44239,999.9,0,0,9998.093,0,0.00191117,799.9558,0.8999947,0.1000053,0,1610.4045,4.99961,12725.53,6569.841,39.7748,42.187,41.187,41.812,42,715.4565,79.501,0,86,1620.124231,-269.9825641,-2207.883761,12806.9,15,1567775884,8:18:04,6,4.881,0.22,400,20,0.34,0.13,-17.74313415,-1.717469686,0.175879251,0,1637.33,-284.8579882,28.03846748,0,4.093457317,0.26094,0.028798397,0,0,3,0/3,1.88736,1.8932,1.89102,1.89104,1.88809,1.89074,1.8839,1.89081,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.881,0.22,2,484.554,1269.7,28.1376,27.6175,30.0005,27.4935,27.4007,29.9457,32.0461,45.568,-999.9,400,15.8346,101.715,100.873
12,1567776212,1486.9,20190906 08:23:31,8:23:31,,3,B3_R2,5,1567776206,0.003105316,13.47321569,382.3644347,240.5638383,24.33757481,38.68338276,0.168667136,2.275472514,0.162016571,0.101836034,132.1558668,29.28347888,28.572245,3.923292635,49.83088536,2.041384709,4.096625406,1.881907925,-136.9444458,91.61573489,8.859244555,95.68640048,-0.04187305,0.047006167,3.500865325,50,10,1,0,52852,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3572-20190906-08_23_41,1275.424231,2.1616,-589.0371164,0.5,674.3945862,13.47321569,-198621.7212,0,0.020666224,2321.30755,-,0,0,0,0,0,0,800.0115,674.3945862,0.842981115,0.19596223,6,0.5,0: Broadleaf,1567776206,382.36445,399.9565,20.17799,16.526935,500.0183,100.9688,0.200083,29.31906,28.572245,999.9,0,0,10001,0,0.00191117,800.0115,0.90000575,0.09999447,0,1272.4275,4.99961,9814.978,6570.321,40.062,42.6124,41.4874,42.062,42.375,715.514,79.4975,0,111.3999999,1275.424231,-80.33743595,-599.0683764,9837.694231,15,1567775884,8:18:04,6,4.881,0.22,400,20,0.34,0.13,-17.54666341,-0.491803484,0.065834952,1,1280.364118,-82.58293286,8.119043017,0,3.63296878,0.157290105,0.026825307,0,1,3,3-Jan,1.88737,1.89316,1.89104,1.89107,1.88807,1.89074,1.88388,1.89078,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.881,0.22,2,447.768,1271.01,28.4387,27.8593,30.001,27.7019,27.6002,29.9826,28.5859,44.0804,-999.9,400,16.5072,101.673,100.823
13,1567776365,1639.9,20190906 08:26:04,8:26:04,,1,B3_R2,3,1567776359,0.00526006,16.36391095,377.9360314,274.873208,27.80845466,38.23514511,0.298108537,2.275128703,0.27798429,0.175434927,132.1553474,28.70527704,28.611845,3.932320358,50.27498981,2.074832805,4.126968127,1.857487553,-231.9686605,102.4312557,9.914851503,12.53279408,-0.041863699,0.04699567,3.500247847,20,4,1,0,52924,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3573-20190906-08_26_14,1192.546154,8083.57,0.852472836,0.5,674.3917425,16.36391095,287.4503208,0,0.024952686,-0.378999625,-,0,0,0,0,0,0,800.0081,674.3917425,0.842981143,0.195962286,6,0.5,0: Broadleaf,1567776359,377.93605,399.95825,20.508725,14.32612,500.0012,100.9683,0.19999815,29.44695,28.611845,999.9,0,0,9998.816,0,0.00191117,800.0081,0.9000038,0.0999964,0,1187.481,4.99961,9192.826,6570.288,40.2531,42.812,41.75,42.3246,42.57145,715.511,79.498,0,152,1192.546154,-124.7671793,-973.708033,9232.472308,15,1567775884,8:18:04,6,4.881,0.22,400,20,0.34,0.13,-21.85022439,-1.768436237,0.176167647,0,1199.204118,-131.5743133,12.90416397,0,6.160296341,0.27685547,0.029368063,0,0,3,0/3,1.88739,1.89321,1.89105,1.89107,1.88811,1.89074,1.8839,1.89078,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.881,0.22,2,483.184,1258.96,28.6957,28.1227,30.0007,27.9342,27.8198,29.9231,40.7983,43.267,-999.9,400,14.1927,101.634,100.777
14,1567776463,1738.4,20190906 08:27:43,8:27:43,,2,B3_R2,3,1567776458,0.004977776,15.2924233,379.4181827,276.6740446,27.9913748,38.38609643,0.278868542,2.275749718,0.261179943,0.164733129,132.1533187,28.91888403,28.73703,3.960978411,50.30158147,2.090448211,4.155829995,1.870530201,-219.5199159,101.9322607,9.875918171,24.44158164,-0.041880591,0.047014633,3.501363205,40,8,1,0,52999,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3574-20190906-08_27_52,1425.006538,1.5032,-946.9819974,0.5,674.3786568,15.2924233,-319312.2237,0,0.023364318,3338.475785,-,0,0,0,0,0,0,799.9922,674.3786568,0.84298154,0.19596308,6,0.5,0: Broadleaf,1567776458,379.4182,400.03595,20.662535,14.8125,499.98905,100.9709,0.2000459,29.56784,28.73703,999.9,0,0,10002.593,0,0.00191117,799.9922,0.8999907,0.10000934,0,1414.5225,4.99961,11050.58,6570.1355,40.4184,42.812,41.875,42.375,42.687,715.486,79.507,0,98,1425.006538,-299.3282051,-2376.365812,11133.80385,15,1567775884,8:18:04,6,4.881,0.22,400,20,0.34,0.13,-20.40982195,-2.366443902,0.234918175,0,1441.577647,-323.9699061,31.81838204,0,5.78923122,0.661125993,0.066628233,0,0,3,0/3,1.8875,1.8933,1.89115,1.89116,1.88812,1.89087,1.88398,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.881,0.22,2,459.891,1261.79,28.7925,28.2517,30.0005,28.0617,27.9438,29.9559,36.8714,39.8583,-999.9,400,14.6494,101.621,100.756
15,1567776577,1851.9,20190906 08:29:36,8:29:36,,3,B3_R2,3,1567776571,0.003567671,13.10630718,382.6553851,260.5443561,26.36059104,38.71518182,0.194327721,2.275178945,0.18555512,0.116727128,132.1493562,29.99626087,29.01547,4.025374384,49.68857052,2.139344635,4.305506503,1.886029749,-157.3342868,143.2423159,13.94352783,132.000913,-0.041865065,0.046997204,3.50033808,56,11,1,0,52877,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3575-20190906-08_29_46,1032.000385,1.3908,-741.0192584,0.5,674.3614849,13.10630718,-249857.4237,0,0.020123156,3608.361519,-,0,0,0,0,0,0,799.97225,674.3614849,0.842981097,0.195962194,6,0.5,0: Broadleaf,1567776571,382.6554,400.02095,21.14498,16.95436,500.00705,100.9751,0.1999607,30.183275,29.01547,999.9,0,0,9998.469,0,0.00191117,799.97225,0.9000038,0.099995925,0,1028.4155,4.99961,8205.1415,6569.9925,40.562,42.812,42.0093,42.37185,42.83405,715.478,79.493,0,112.8,1032.000385,-91.75487186,-741.3282057,8234.572692,15,1567775884,8:18:04,6,4.881,0.22,400,20,0.34,0.13,-17.32392195,-0.36095122,0.044995883,1,1037.970294,-98.99468136,9.714540795,0,4.129371951,0.670602648,0.06754052,0,1,3,3-Jan,1.88746,1.89324,1.8911,1.89116,1.88812,1.89084,1.88396,1.89082,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.881,0.22,2,449.544,1259.42,29.0647,28.3866,30.0003,28.1852,28.0661,30.0337,25.6583,37.9561,-999.9,400,17.0169,101.603,100.741
16,1567776689,1963.9,20190906 08:31:28,8:31:28,,1,B3_R2,2,1567776683,0.003976196,13.99594247,381.4102341,252.9022665,25.58774948,38.58972738,0.197790115,2.274931473,0.188709031,0.118724294,132.1573595,30.11821613,29.961875,4.251128845,50.05940672,2.187118327,4.36904564,2.064010518,-175.3502252,58.50648498,5.729760139,21.04337945,-0.041858335,0.046989648,3.499893646,43,9,1,0,52972,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3576-20190906-08_31_38,1585.423846,2498.11,0.365350667,0.5,674.4011566,13.99594247,123.1964561,0,0.021441121,1.009479166,-,0,0,0,0,0,0,800.01915,674.4011566,0.842981267,0.195962534,6,0.5,0: Broadleaf,1567776683,381.41025,400.02535,21.616875,16.94856,499.99745,100.9765,0.199934,30.43891,29.961875,999.9,0,0,9996.723,0,0.00191117,800.01915,0.900001,0.099999105,0,1576.6865,4.99961,12494.36,6570.375,40.687,42.875,42.125,42.4496,43.0062,715.5185,79.5025,0,111.3,1585.423846,-234.9429061,-1912.988035,12565.91154,15,1567775884,8:18:04,6,4.881,0.22,400,20,0.34,0.13,-18.48739512,-1.264701742,0.128225902,0,1600.248824,-245.893114,24.17567272,0,4.717467805,-0.565606829,0.06247848,0,0,3,0/3,1.88749,1.89326,1.89114,1.89111,1.88812,1.89084,1.88397,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.881,0.22,2,456.502,1263.56,29.4107,28.5091,30.0005,28.3002,28.1876,30.0224,27.032,41.5924,-999.9,400,17.0123,101.599,100.732
17,1567776791,2065.9,20190906 08:33:10,8:33:10,,2,B3_R2,2,1567776785,0.004154969,13.82541306,381.5211342,255.9564548,25.89546784,38.59901978,0.201146989,2.272402002,0.191752979,0.12065306,132.154405,30.38303302,30.38144,4.35469049,50.19155475,2.233855984,4.450661064,2.120834505,-183.2341281,46.69091085,4.594557571,0.205745312,-0.041789581,0.046912466,3.495352122,23,5,1,0,52650,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3577-20190906-08_33_20,1642.726538,1735.32,0.053358148,0.5,674.3849735,13.82541306,17.99196664,0,0.021188769,1.892780582,-,0,0,0,0,0,0,799.9998,674.3849735,0.842981428,0.195962855,6,0.5,0: Broadleaf,1567776785,381.52115,400.0136,22.07992,17.204125,500.008,100.97135,0.20003035,30.76256,30.38144,999.9,0,0,9980.812,0,0.00191117,799.9998,0.8999912,0.10000889,0,1633.67,4.99961,12993.635,6570.1965,40.84035,43.125,42.25,42.6374,43.1933,715.4935,79.5045,0,101.4000001,1642.726538,-232.8058121,-1824.423933,13064.93846,15,1567775884,8:18:04,6,4.881,0.22,400,20,0.34,0.13,-18.31227317,-2.029994425,0.212781225,0,1657.965294,-252.646756,24.79707671,0,4.837092195,0.462727735,0.053955964,0,0,3,0/3,1.8874,1.89319,1.89108,1.89105,1.8881,1.89076,1.88388,1.89081,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.881,0.22,2,480.359,1259.31,29.7595,28.7131,30.0009,28.4638,28.3477,30.06,25.6505,40.4613,-999.9,400,17.1561,101.567,100.696
